properties{
  x = 0,
  y = 0,
  width = 320,
  height = 480,
  min_layer = 0,
  max_layer = 2,
  world = "mystic_forest",
  tileset = "demo_tilesets/overworld",
  music = "same",
}

tile{
  layer = 0,
  x = 0,
  y = 0,
  width = 320,
  height = 480,
  pattern = "45",
  tileset = "demo_tilesets/main",
}

tile{
  layer = 0,
  x = 240,
  y = 0,
  width = 80,
  height = 64,
  pattern = "37",
}

tile{
  layer = 0,
  x = 304,
  y = 192,
  width = 16,
  height = 16,
  pattern = "15",
}

tile{
  layer = 0,
  x = 240,
  y = 64,
  width = 80,
  height = 16,
  pattern = "18",
}

tile{
  layer = 0,
  x = 304,
  y = 208,
  width = 16,
  height = 272,
  pattern = "37",
}

tile{
  layer = 0,
  x = 224,
  y = 0,
  width = 16,
  height = 64,
  pattern = "16",
}

tile{
  layer = 0,
  x = 224,
  y = 64,
  width = 16,
  height = 8,
  pattern = "6",
}

tile{
  layer = 0,
  x = 224,
  y = 72,
  width = 16,
  height = 8,
  pattern = "5",
}

tile{
  layer = 0,
  x = 128,
  y = 64,
  width = 96,
  height = 16,
  pattern = "15",
}

tile{
  layer = 0,
  x = 112,
  y = 72,
  width = 16,
  height = 8,
  pattern = "7",
}

tile{
  layer = 0,
  x = 112,
  y = 80,
  width = 16,
  height = 32,
  pattern = "16",
}

tile{
  layer = 0,
  x = 112,
  y = 112,
  width = 16,
  height = 16,
  pattern = "33",
}

tile{
  layer = 0,
  x = 96,
  y = 112,
  width = 16,
  height = 16,
  pattern = "15",
}

tile{
  layer = 0,
  x = 80,
  y = 120,
  width = 16,
  height = 8,
  pattern = "7",
}

tile{
  layer = 0,
  x = 64,
  y = 136,
  width = 16,
  height = 8,
  pattern = "7",
}

tile{
  layer = 0,
  x = 80,
  y = 128,
  width = 16,
  height = 16,
  pattern = "33",
}

tile{
  layer = 0,
  x = 64,
  y = 144,
  width = 16,
  height = 16,
  pattern = "33",
}

tile{
  layer = 0,
  x = 16,
  y = 144,
  width = 48,
  height = 16,
  pattern = "15",
}

tile{
  layer = 0,
  x = 0,
  y = 144,
  width = 16,
  height = 16,
  pattern = "34",
}

tile{
  layer = 0,
  x = 0,
  y = 64,
  width = 16,
  height = 80,
  pattern = "17",
}

tile{
  layer = 0,
  x = 0,
  y = 48,
  width = 16,
  height = 16,
  pattern = "36",
}

tile{
  layer = 0,
  x = 16,
  y = 48,
  width = 32,
  height = 16,
  pattern = "18",
}

tile{
  layer = 0,
  x = 48,
  y = 56,
  width = 16,
  height = 8,
  pattern = "12",
}

tile{
  layer = 0,
  x = 48,
  y = 48,
  width = 16,
  height = 8,
  pattern = "10",
}

tile{
  layer = 0,
  x = 48,
  y = 32,
  width = 16,
  height = 16,
  pattern = "36",
}

tile{
  layer = 0,
  x = 64,
  y = 32,
  width = 32,
  height = 16,
  pattern = "18",
}

tile{
  layer = 0,
  x = 96,
  y = 40,
  width = 16,
  height = 8,
  pattern = "12",
}

tile{
  layer = 0,
  x = 96,
  y = 32,
  width = 16,
  height = 8,
  pattern = "10",
}

tile{
  layer = 0,
  x = 96,
  y = 16,
  width = 16,
  height = 16,
  pattern = "36",
}

tile{
  layer = 0,
  x = 112,
  y = 24,
  width = 16,
  height = 8,
  pattern = "12",
}

tile{
  layer = 0,
  x = 112,
  y = 16,
  width = 16,
  height = 8,
  pattern = "10",
}

tile{
  layer = 0,
  x = 112,
  y = 0,
  width = 16,
  height = 16,
  pattern = "17",
}

tile{
  layer = 0,
  x = 0,
  y = 0,
  width = 112,
  height = 16,
  pattern = "37",
}

tile{
  layer = 0,
  x = 0,
  y = 16,
  width = 96,
  height = 16,
  pattern = "37",
}

tile{
  layer = 0,
  x = 0,
  y = 32,
  width = 48,
  height = 16,
  pattern = "37",
}

tile{
  layer = 0,
  x = 128,
  y = 80,
  width = 96,
  height = 48,
  pattern = "37",
}

tile{
  layer = 0,
  x = 224,
  y = 80,
  width = 16,
  height = 48,
  pattern = "17",
}

tile{
  layer = 0,
  x = 224,
  y = 128,
  width = 16,
  height = 8,
  pattern = "10",
}

tile{
  layer = 0,
  x = 224,
  y = 136,
  width = 16,
  height = 8,
  pattern = "12",
}

tile{
  layer = 0,
  x = 160,
  y = 128,
  width = 64,
  height = 16,
  pattern = "18",
}

tile{
  layer = 0,
  x = 144,
  y = 128,
  width = 16,
  height = 16,
  pattern = "36",
}

tile{
  layer = 0,
  x = 144,
  y = 144,
  width = 16,
  height = 48,
  pattern = "17",
}

tile{
  layer = 0,
  x = 144,
  y = 192,
  width = 16,
  height = 16,
  pattern = "34",
}

tile{
  layer = 0,
  x = 160,
  y = 192,
  width = 64,
  height = 16,
  pattern = "15",
}

tile{
  layer = 0,
  x = 224,
  y = 200,
  width = 16,
  height = 8,
  pattern = "8",
}

tile{
  layer = 0,
  x = 224,
  y = 208,
  width = 16,
  height = 48,
  pattern = "17",
}

tile{
  layer = 0,
  x = 224,
  y = 256,
  width = 16,
  height = 8,
  pattern = "10",
}

tile{
  layer = 0,
  x = 224,
  y = 264,
  width = 16,
  height = 8,
  pattern = "12",
}

tile{
  layer = 0,
  x = 96,
  y = 128,
  width = 48,
  height = 80,
  pattern = "37",
}

tile{
  layer = 0,
  x = 288,
  y = 464,
  width = 16,
  height = 16,
  pattern = "33",
}

tile{
  layer = 0,
  x = 16,
  y = 464,
  width = 272,
  height = 16,
  pattern = "15",
}

tile{
  layer = 0,
  x = 0,
  y = 464,
  width = 16,
  height = 16,
  pattern = "34",
}

tile{
  layer = 0,
  x = 0,
  y = 416,
  width = 16,
  height = 48,
  pattern = "17",
}

tile{
  layer = 0,
  x = 0,
  y = 400,
  width = 16,
  height = 16,
  pattern = "36",
}

tile{
  layer = 0,
  x = 16,
  y = 400,
  width = 64,
  height = 16,
  pattern = "18",
}

tile{
  layer = 0,
  x = 80,
  y = 400,
  width = 16,
  height = 8,
  pattern = "10",
}

tile{
  layer = 0,
  x = 80,
  y = 408,
  width = 16,
  height = 8,
  pattern = "12",
}

tile{
  layer = 0,
  x = 96,
  y = 384,
  width = 16,
  height = 8,
  pattern = "10",
}

tile{
  layer = 0,
  x = 96,
  y = 392,
